is_fraud,ERC20_num_unique_senders_to_acc,total_transactions,ERC20_num_unique_senders_contract_to_acc,total_value_sent_ratio,avg_value_sent,num_received_to_total_txns_ratio,min_value_sent,ERC20_num_unique_recipients_from_acc,num_unique_senders_to_acc,max_value_received,total_ether_received,num_unique_recipients_from_acc,first_and_last_txns_time_diff,total_value_received_ratio,has_sent_ERC20,max_value_sent,avg_time_between_received_txns,min_value_received,avg_time_between_sent_txns,total_ERC20_sent_contract_in_ether,ERC20_max_value_sent
0,0.0,18,0.0,0.5000037082515136,138.751096,0.5,11.509855,0.0,6,500.0,1248.7783869999996,1,43436.53,0.4999962917484862,0,499.999003,4822.9,11.510157,3.38,0.0,0.0
0,0.0,3,0.0,0.5000024361504835,50.499508,0.3333333333333333,0.221239,0.0,1,101.0,101.0,2,325.27,0.4999975638495165,0,100.777777,0.0,101.0,162.63,0.0,0.0
0,0.0,2,0.0,0.5001260317600035,0.999496,0.5,0.999496,0.0,1,1.0,1.0,1,58.67,0.4998739682399964,0,0.999496,0.0,1.0,0.0,0.0,0.0
0,18.0,211,14.0,0.5000358356637981,4.653928,0.4312796208530806,0.0,34.0,36,40.0,558.5513802,70,813883.27,0.499964164336202,1,83.796886,6629.43,0.010885,1755.04,0.0,3685.0503340000014
0,0.0,4,0.0,0.5000025401119143,50.499487,0.5,8.0,0.0,2,96.85647,101.0,2,323.48,0.4999974598880858,0,92.998974,0.0,4.14353,161.74,0.0,0.0
0,9.0,3,11.0,1.0,0.0,0.3333333333333333,0.0,2.0,1,0.75,0.75,2,293981.1,0.0,1,0.0,0.0,0.75,146990.55,0.0,514.749123
1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,3,0.0,0.5072950564720199,3.085,0.6666666666666666,3.085,0.0,1,3.095,3.17635386,1,850.5,0.49270494352798,0,3.085,20.92,0.081354,0.0,0.0,0.0
0,0.0,8,0.0,0.5000132883301971,39.307882,0.5,1.002774,0.0,4,141.409083,157.23988630000005,1,135044.5,0.499986711669803,0,141.409155,33756.85,1.006027,4.28,0.0,0.0
0,0.0,12,0.0,0.5000003954681947,533.965822,0.5,399.998334,0.0,1,690.0,3203.8,1,63649.13,0.4999996045318053,0,689.99938,10604.56,400.0,3.63,0.0,0.0
0,1.0,5,1.0,0.5001805597621785,0.668512,0.4,0.2,0.0,2,1.00951,2.00698545,3,89598.02,0.4998194402378215,0,1.0,100.81,0.997475,29798.8,0.0,0.0
1,0.0,8,0.0,0.5000122451978415,17.149160000000002,0.5,11.59664,0.0,4,38.0,68.6,4,4668.05,0.4999877548021584,0,19.0,838.22,0.5,328.8,0.0,0.0
1,2.0,22,2.0,0.4996268581490313,19.537306,0.9545454545454546,19.537306,0.0,20,4.994,19.50816691,1,4136.88,0.5003731418509686,1,19.537306,69.64,0.0005,0.0,0.0,0.0
0,9.0,151,13.0,0.7108397145549414,2.5916,0.9602649006622516,1.023,0.0,34,9.312976,38.22541954,6,1035306.22,0.2891602854450585,0,6.13,7022.17,0.001519,2848.66,0.0,0.0
0,2.0,154,2.0,1.0,0.0,0.9935064935064936,0.0,0.0,5,3.438845,191.1084136,0,319309.53,0.0,0,0.0,2086.99,0.0,0.0,0.0,0.0
0,3.0,475,3.0,0.500452294791864,0.283008,0.5726315789473684,0.099406,0.0,2,1.136609,57.55457421,1,466862.53,0.4995477052081359,0,4.410087,1500.19,0.10001,289.71,0.0,0.0
0,0.0,2,0.0,0.5011818770788898,0.099528,0.5,0.099528,0.0,1,0.1,0.1,1,5.8,0.49881812292111,0,0.099528,0.0,0.1,0.0,0.0,0.0
0,5.0,93,8.0,0.4982125935439558,1.268473,0.1397849462365591,0.0,4.0,7,17.170219,100.7548686,6,463163.67,0.5017874064560441,1,17.1,29093.56,0.1,1061.84,0.0,4184.986
0,0.0,3,0.0,0.5000024361504835,50.499508,0.3333333333333333,0.1,0.0,1,101.0,101.0,2,313.9,0.4999975638495165,0,100.899016,0.0,101.0,156.95,0.0,0.0
1,0.0,61,0.0,0.5000058568652624,36.751311,0.9836065573770492,36.751311,0.0,39,5.0,36.75217232,1,13103.38,0.4999941431347375,0,36.751311,208.66,0.001,0.0,0.0,0.0
0,1.0,33,1.0,0.4674380027099229,0.529217,0.6666666666666666,0.003,0.0,1,1.30424,5.109520717,4,488409.87,0.5325619972900771,0,1.284198,15074.93,0.011017,14251.05,0.0,0.0
0,0.0,5,0.0,0.5000002287607244,666.9993900000002,0.4,4.0,0.0,2,1573.159645,2001.0,3,9.98,0.4999997712392756,0,1507.452023,0.0,427.840355,3.33,0.0,0.0
0,24.0,10000,29.0,0.5002975383084531,9.03071,0.1111,0.0,0.0,2,1318.921899,80369.57239,2446,812713.43,0.4997024616915467,0,1440.702433,75.42,9.99,82.0,0.0,0.0
0,0.0,5,0.0,0.5000001767866692,666.999528,0.4,0.910564,0.0,2,1902.6121,2001.0,3,4.68,0.4999998232133307,0,1494.895621,0.0,98.3879,1.56,0.0,0.0
0,1.0,84,1.0,0.500150765296577,1.193467,0.7142857142857143,0.98921,0.0,6,4.507925,28.66047506,1,566375.88,0.4998492347034231,0,4.54554,9429.17,0.039595,26.07,0.0,0.0
0,1.0,49,1.0,1.0,0.0,0.979591836734694,0.0,0.0,4,1.002885,42.97910865,0,226780.17,0.0,0,0.0,4724.59,0.0,0.0,0.0,0.0
0,8.0,14,11.0,0.5227351260929023,15.735809,0.7142857142857143,0.1,0.0,1,8.29,68.94,2,34482.18,0.4772648739070976,0,50.473236,1870.38,5.195,3944.6,0.0,0.0
1,2.0,62,2.0,0.500314884671546,0.370357,0.2903225806451613,0.004838,0.0,15,5.0,16.31624692,44,129766.87,0.499685115328454,1,3.0,803.55,0.047213,2620.52,0.0,0.0
1,1.0,15,1.0,0.4822450292703159,14.56801,0.9333333333333332,14.56801,0.0,11,3.0,13.56887104,1,26575.87,0.517754970729684,1,14.56801,1807.96,0.01,0.0,0.0,0.0
0,2.0,117,2.0,1.0,0.0,0.9914529914529916,0.0,0.0,7,1.93,26.52200868,0,283906.08,0.0,0,0.0,2447.47,0.0,0.0,0.0,0.0
0,2.0,48,2.0,1.0,0.0,0.9791666666666666,0.0,0.0,3,0.450981,12.96812576,0,192600.63,0.0,0,0.0,4097.89,0.0,0.0,0.0,0.0
0,0.0,4,0.0,0.5000040544883231,33.666121000000004,0.25,2.0293810000000003,0.0,1,101.0,101.0,3,21.33,0.499995945511677,0,88.605673,0.0,101.0,7.11,0.0,0.0
0,2.0,717,2.0,1.0,0.0,0.99860529986053,0.0,0.0,6,4.026733,761.5849408,0,449862.18,0.0,0,0.0,628.3,0.0,0.0,0.0,0.0
0,0.0,2,0.0,0.5000502494530978,2.193833,0.5,2.193833,0.0,1,2.194274,2.19427423,1,14436.7,0.499949750546902,0,2.193833,0.0,2.194274,0.0,0.0,0.0
0,0.0,4,0.0,0.5002830998381583,1.241094,0.5,0.498629,0.0,2,1.985,2.485,1,267842.77,0.4997169001618417,0,1.983559,133234.16,0.5,687.23,0.0,0.0
0,0.0,5,0.0,0.5000024361504835,50.499508,0.6,5.0,0.0,3,56.99895,101.0,2,322.47,0.4999975638495165,0,95.999016,0.48,16.466480999999998,160.51,0.0,0.0
0,0.0,4,0.0,0.5000025401119143,50.499487,0.5,4.946577,0.0,2,94.146538,101.0,2,325.83,0.4999974598880858,0,96.052397,0.82,6.853462,162.1,0.0,0.0
1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,4,1.0,0.5002485349860775,2.090215,0.75,2.090215,0.0,3,1.1018629999999998,2.09229437,1,10272.85,0.4997514650139225,1,2.090215,397.94,0.490432,0.0,0.0,0.0
0,0.0,5,0.0,0.5000047245495928,33.66603,0.4,1.0,0.0,2,56.5551,101.0,3,322.78,0.4999952754504072,0,68.34020699999999,0.69,44.4449,107.13,0.0,0.0
0,0.0,28,0.0,0.5013824159546634,0.094274,0.5,0.039791,0.0,9,0.6,1.32715743,2,954634.85,0.4986175840453365,0,0.59916,66539.98,0.040001,1648.23,0.0,0.0
0,0.0,2,0.0,0.5002189567925263,0.503304,0.5,0.503304,0.0,1,0.503745,0.5037444999999999,1,32198.0,0.4997810432074737,0,0.503304,0.0,0.503745,0.0,0.0,0.0
0,3.0,43,3.0,0.5000146231551864,16.534508,0.813953488372093,0.0,1.0,3,17.5003,132.28380249999998,3,761601.95,0.4999853768448136,1,38.91792,20300.66,0.005,6384.84,0.0,2.9315740000000003
0,2.0,65,2.0,1.0,0.0,0.9846153846153848,0.0,0.0,7,1.003554,44.40364296,0,685461.75,0.0,0,0.0,10710.34,0.0,0.0,0.0,0.0
0,6.0,6186,7.0,0.5000795718226155,4.782836,0.5968315551244746,0.00058,0.0,3682,499.99958,11932.18964,1245,866443.38,0.4999204281773843,0,590.070544,178.63,0.0,82.98,0.0,0.0
0,0.0,10000,0.0,1.0,0.0,0.9999,0.0,0.0,3786,4.0,34.74576727,0,20665.23,0.0,0,0.0,2.07,0.0,0.0,0.0,0.0
0,0.0,5,0.0,0.5000001767866692,666.999528,0.4,3.77,0.0,2,1440.90126,2001.0,3,7.88,0.4999998232133307,0,1879.488695,0.51,560.09874,2.29,0.0,0.0
0,0.0,10,0.0,0.4869165143562095,0.213274,0.4,0.001232,0.0,3,1.025967,1.21438381,6,706120.45,0.5130834856437906,0,1.025547,129657.77,0.029466,31248.23,0.0,0.0
1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0,549,3.0,0.5001635390677851,1.021764,0.8160291438979964,0.60135,0.0,1,0.583045,103.2656729,1,400399.77,0.4998364609322148,0,1.3465,887.43,0.196645,28.05,0.0,0.0
1,1.0,8,1.0,0.5000610539658913,4.29895,0.875,4.29895,0.0,7,1.3,4.3,1,28112.48,0.4999389460341089,1,4.29895,794.52,0.5,0.0,0.0,0.0
0,67.0,199,74.0,0.4881949781128691,1.495894,0.3366834170854271,0.0,37.0,33,10.02,188.349078,73,929059.5,0.5118050218871308,1,10.7,4130.44,0.006125,4941.82,0.0,690000.0
0,0.0,2,0.0,0.5032744140582339,0.246747,0.5,0.246747,0.0,1,0.25,0.25,1,8.8,0.496725585941766,0,0.246747,0.0,0.25,0.0,0.0,0.0
0,2.0,223,2.0,0.5014824522307378,0.8818450000000001,0.5964125560538116,0.489947,0.0,3,1.19774,79.83809184,1,1161966.2,0.4985175477692622,0,1.197131,8587.79,0.01001,219.89,0.0,0.0
0,24.0,10000,14.0,0.0,0.0,0.9999,0.0,0.0,3,0.0,0.0,0,15746.02,0.0,0,0.0,1.57,0.0,0.0,1.8700000000000003e-10,0.0
0,0.0,3,0.0,0.5000024361504835,50.499508,0.3333333333333333,40.0,0.0,1,101.0,101.0,2,309.53,0.4999975638495165,0,60.99901600000001,0.0,101.0,154.77,0.0,0.0
0,3.0,2,3.0,0.5001102743154865,0.999559,0.5,0.999559,0.0,1,1.0,1.0,1,108614.17,0.4998897256845134,0,0.999559,0.0,1.0,0.0,0.0,0.0
0,0.0,4,0.0,0.5000038465642453,33.666149,0.25,1.29895,0.0,1,101.0,101.0,3,65.03,0.4999961534357546,0,51.757135,0.0,101.0,21.68,0.0,0.0
0,0.0,3,0.0,0.5000024361504835,50.499508,0.3333333333333333,0.009496,0.0,1,101.0,101.0,2,330.52,0.4999975638495165,0,100.98952,0.0,101.0,165.26,0.0,0.0
0,0.0,5,0.0,0.5000001767866692,666.999528,0.4,0.11,0.0,2,1042.460612,2001.0,3,13.15,0.4999998232133307,0,1366.166606,0.0,958.539388,4.38,0.0,0.0
0,28.0,828,31.0,0.3748114774530855,6.63143,0.1304347826086956,0.0,16.0,17,150.0,2862.47414,50,988453.08,0.6251885225469145,1,125.0,2023.6,0.44,1069.31,0.0,27900.0
0,0.0,4,0.0,0.5000038465642453,33.666149,0.25,10.0,0.0,1,101.0,101.0,3,60.97,0.4999961534357546,0,56.38468,0.0,101.0,20.32,0.0,0.0
0,2.0,42,2.0,1.0,0.0,0.9761904761904762,0.0,0.0,4,1.067968,35.19649794,0,291440.47,0.0,0,0.0,7108.3,0.0,0.0,0.0,0.0
0,5.0,78,7.0,0.5000954113538172,1.066231,0.9230769230769232,0.463,0.0,5,0.5,6.399830552999999,6,943282.57,0.4999045886461827,0,1.59,6594.06,0.002131,78085.1,0.0,0.0
1,1.0,8,1.0,0.5001434961465927,1.49961,0.375,0.006256,0.0,3,5.495237,7.502353902999999,4,293728.58,0.4998565038534073,1,3.492654,59169.54,0.007117,23243.99,0.0,0.0
0,2.0,139,2.0,1.0,0.0,0.9928057553956836,0.0,0.0,3,0.352959,25.10861175,0,226778.2,0.0,0,0.0,1643.32,0.0,0.0,0.0,0.0
1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,2,0.0,0.5005964842387737,0.259546,0.5,0.259546,0.0,1,0.260166,0.260165986,1,2350.32,0.4994035157612262,0,0.259546,0.0,0.260166,0.0,0.0,0.0
0,0.0,2,0.0,0.5005820721769499,0.429,0.5,0.429,0.0,1,0.43,0.43,1,1.28,0.49941792782305,0,0.429,0.0,0.43,0.0,0.0,0.0
0,0.0,4,0.0,0.5000038465642453,33.666149,0.25,1.729308,0.0,1,101.0,101.0,3,53.28,0.4999961534357546,0,89.86994399999998,0.0,101.0,17.76,0.0,0.0
0,0.0,2,0.0,0.5000630205446975,4.99774,0.5,4.99774,0.0,1,4.999,4.999,1,30.65,0.4999369794553025,0,4.99774,0.0,4.999,0.0,0.0,0.0
0,0.0,3,0.0,0.5000211313844871,9.299282,0.6666666666666666,9.299282,0.0,2,5.840086,9.30006765,1,4.9,0.4999788686155128,0,9.299282,0.17,3.459982,0.0,0.0,0.0
0,0.0,344,0.0,0.5018129974514673,0.086569,0.5,0.047282,0.0,5,1.571323,14.99832171,1,609438.2,0.4981870025485327,0,1.570838,3526.75,0.050005,16.5,0.0,0.0
1,25.0,62,26.0,0.5000079799430843,28.992613,0.6612903225806451,0.0,7.0,35,257.675164,608.8643103999998,20,309420.08,0.4999920200569156,1,607.5,81.28,0.0069999999999999,14575.61,0.0,296935.582
0,0.0,26,0.0,0.5000116292267379,37.807872,0.5,2.133028,0.0,2,70.264534,491.5251953,1,130008.27,0.4999883707732621,0,70.259744,9984.86,2.135392,15.77,0.0,0.0
0,0.0,6,0.0,0.5000002357572326,500.249528,0.3333333333333333,0.001078,0.0,2,1577.738358,2001.0,4,8.35,0.4999997642427674,0,1849.028375,0.39,423.261642,1.89,0.0,0.0
0,80.0,231,81.0,0.4724061793202557,25.315415,0.3203463203463203,0.0,18.0,35,800.0,3558.775385000001,82,943186.07,0.5275938206797444,1,300.0,4532.03,0.001,3871.44,0.0,9300000.0
1,0.0,8,0.0,1.0,0.0,0.875,0.0,0.0,4,0.086235,0.086235,0,175844.67,0.0,0,0.0,25120.67,0.0,0.0,0.0,0.0
0,0.0,3,0.0,0.5000024361504835,50.499508,0.3333333333333333,0.99895,0.0,1,101.0,101.0,2,326.55,0.4999975638495165,0,100.000066,0.0,101.0,163.28,0.0,0.0
0,0.0,20,0.0,0.5000863109292834,1.443192,0.5,0.250057,0.0,7,4.81,14.43690354,3,539372.08,0.4999136890707167,0,4.810215,53896.54,0.250355,40.67,0.0,0.0
0,9.0,50,13.0,0.6750270477042386,0.439444,0.82,0.005,0.0,3,0.297584,8.215243622000001,8,523195.6,0.3249729522957613,0,1.0,11966.52,0.09,3618.71,0.0,0.0
0,0.0,3,0.0,0.5000024361504835,50.499508,0.3333333333333333,0.173947,0.0,1,101.0,101.0,2,320.43,0.4999975638495165,0,100.825068,0.0,101.0,160.22,0.0,0.0
0,0.0,2,0.0,0.5000292863819249,5.292252,0.5,5.292252,0.0,1,5.292872,5.29287227,1,9.28,0.4999707136180752,0,5.292252,0.0,5.292872,0.0,0.0,0.0
0,11.0,39,16.0,0.6311065412240391,0.32105,0.4871794871794871,0.0,1.0,16,5.782719,10.98510967,13,423768.32,0.3688934587759609,1,1.3,16390.95,0.0,5680.31,0.0,579.517604
1,1.0,45,1.0,0.5002985729372669,0.545566,0.5111111111111111,0.001314,0.0,18,2.49,12.01679981,7,153603.78,0.4997014270627331,1,2.48979,5134.68,0.000364,1613.92,0.0,0.0
1,2.0,28,2.0,0.494193561223016,2.142332,0.5357142857142857,0.0,1.0,12,9.995,27.21089717,6,91554.32,0.505806438776984,1,8.999139,1151.26,0.0,5714.26,0.0,2299.528464
1,1.0,2,1.0,0.5005201814905464,0.998131,0.5,0.998131,0.0,1,1.00021,1.00021,1,21377.32,0.4994798185094536,1,0.998131,0.0,1.00021,0.0,0.0,0.0
1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.0,87,7.0,0.5000093962140088,15.399772,0.4942528735632184,0.0,4.0,4,122.7881,677.6154357,6,541815.33,0.4999906037859911,1,137.170086,6447.76,0.032777,6012.77,0.0,11528.558
1,1.0,6,1.0,0.5001049607093665,2.050337,0.8333333333333334,2.050337,0.0,5,1.0,2.05119789,1,63126.5,0.4998950392906336,1,2.050337,233.28,0.001198,0.0,0.0,0.0
1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,3,0.0,0.5000024361504835,50.499508,0.3333333333333333,0.11,0.0,1,101.0,101.0,2,319.18,0.4999975638495165,0,100.889016,0.0,101.0,159.59,0.0,0.0
0,0.0,22,0.0,0.5000028510633601,63.01121800000001,0.5,10.858521,0.0,10,187.394066,693.1313052999999,1,45802.85,0.49999714893664,0,187.393499,4152.03,10.85917,11.86,0.0,0.0
0,26.0,25,30.0,0.4828396508572942,1.6488349999999998,0.32,0.0,1.0,3,11.995,26.17,11,498782.02,0.5171603491427058,1,10.0,14020.29,0.095,25518.51,0.0,238.701861
0,0.0,2,0.0,0.5000612175723465,8.983248,0.5,8.983248,0.0,1,8.985448,8.98544843,1,166.83,0.4999387824276534,0,8.983248,0.0,8.985448,0.0,0.0,0.0
0,29.0,35,31.0,0.5000326085219133,115.740964,0.1714285714285714,0.0,9.0,4,3205.0,3356.925799,13,844258.03,0.4999673914780866,1,3000.0,2208.39,0.938967,28655.44,0.0,2000000.0
0,65.0,193,40.0,0.4859561804666403,1.686491,0.3264248704663212,0.0,25.0,36,10.1839,207.2642304,72,955324.02,0.5140438195333598,1,10.0,6013.03,0.009559,4434.64,0.0,41035.5
0,2.0,117,2.0,1.0,0.0,0.9914529914529916,0.0,0.0,6,1.000482,28.28230347,0,319297.32,0.0,0,0.0,2752.56,0.0,0.0,0.0,0.0
1,0.0,7,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,4,0.0,0.0,0,174121.62,0.0,0,0.0,29020.27,0.0,0.0,0.0,0.0
0,0.0,3,0.0,0.5000024361504835,50.499508,0.3333333333333333,2.965659,0.0,1,101.0,101.0,2,323.42,0.4999975638495165,0,98.033357,0.0,101.0,161.71,0.0,0.0
