,is_fraud,avg_time_between_sent_txns,avg_time_between_received_txns,first_and_last_txns_time_diff,num_sent_txns,num_received_txns,num_create_contracts_txns,num_unique_senders_to_acc,num_unique_recipients_from_acc,min_value_received,max_value_received,avg_value_received,min_value_sent,max_value_sent,avg_value_sent,total_transactions,total_ether_sent,total_ether_received,total_ERC20_txns,total_ERC20_sent_in_ether,total_ERC20_sent_contract_in_ether,ERC20_num_unique_recipients_from_acc,ERC20_num_unique_senders_to_acc,ERC20_num_unique_senders_contract_to_acc,ERC20_min_value_sent,ERC20_max_value_sent,ERC20_avg_value_sent,has_sent_ERC20,has_received_ERC20,has_created_contracts,total_ether_volume,num_sent_to_total_txns_ratio,num_received_to_total_txns_ratio,total_value_sent_ratio,total_value_received_ratio
10,0,32.45,12921.57,129540.15,10,10,0,2,1,1.000052,1.014875,1.004819,0.999088,1.01417,1.004055,20,10.04055439,10.04819041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0887448,0.5,0.5,0.5001900571707197,0.4998099428292802
11,0,3716.41,1448.09,385961.98,8,246,0,4,3,0.118061,81.38600000000002,3.381313,0.01,300.0,103.974875,254,831.799,831.8030477000002,8.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0,1,0,1663.6020477000002,0.031496062992125984,0.968503937007874,0.5000012165469517,0.4999987834530482
12,0,0.0,12431.27,198900.25,0,16,1,4,0,0.0,1.002069,0.769166,0.0,0.0,0.0,17,0.0,12.30665958,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,1,1,12.30665958,0.0,0.9411764705882353,1.0,0.0
13,0,9520.7,5776.32,78197.58,7,2,0,2,4,0.095,0.265159,0.180079,0.0,0.133441,0.037563,9,0.262941117,0.36015854,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,1,0,0.623099657,0.7777777777777778,0.2222222222222222,0.5780111350631028,0.42198886493689725
14,0,14106.66,3742.82,540061.9,32,24,0,11,21,0.0,1499.9995800000004,77.125266,0.0,1100.0,102.312148,56,3273.988723,1851.0063760000005,33.0,133086.5,0.0,4.0,23.0,26.0,1e-06,118324.5,26617.3,1,1,0,5124.995099000001,0.5714285714285714,0.42857142857142855,0.36117232119132614,0.6388276788086739
15,0,757.91,11.08,25802.32,34,3,1,3,13,0.091844,1.0,0.530615,0.0,0.933444,0.044268,38,1.5051029580000002,1.591844363,4.0,5e-06,0.0,3.0,0.0,0.0,0.0,5e-06,1e-06,0,0,1,3.096947321,0.8947368421052632,0.07894736842105263,0.51400433975932,0.48599566024068
16,0,3.13,4923.24,280803.43,57,57,0,2,2,0.016037,0.277689,0.204013,0.015617,0.277269,0.203593,114,11.6048114,11.6287514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,23.2335628,0.5,0.5,0.5005152029459726,0.4994847970540274
17,0,27681.45,11171.03,842599.05,26,11,0,6,15,0.09,34.94,16.564688,0.0,34.9,9.896423,37,257.307,182.2115661,13.0,307097.3104,0.0,4.0,8.0,7.0,1620.0,274231.0,76774.3276,1,1,0,439.51856610000004,0.7027027027027027,0.2972972972972973,0.41457080577238437,0.5854291942276155
18,0,770.29,3.82,2318.5,3,2,0,1,3,7.772,19.995,13.8835,3.7,20.082772,9.255226,5,27.765677,27.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,55.532677,0.6,0.4,0.5000119119054894,0.49998808809451056
19,0,163.78,1.11,329.78,2,2,0,2,2,44.048882,56.95111800000001,50.5,0.61,100.388974,50.499487,4,100.9989738,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,201.9989738,0.5,0.5,0.5000025401119143,0.49999745988808586
20,0,0.0,6324.45,113840.02,0,18,1,5,0,0.0,12.782766,5.662421,0.0,0.0,0.0,19,0.0,101.9235724,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,1,1,101.9235724,0.0,0.9473684210526315,1.0,0.0
21,0,725.77,41108.66,292841.02,7,7,0,4,3,0.0,17.949074,8.407243,2.0,30.950276,22.441764000000006,14,157.09235049999995,58.85070376,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,215.94305425999994,0.5,0.5,0.2725288107166555,0.7274711892833445
22,0,91.14,64.3,712.88,5,4,0,4,5,0.5,5.0,2.1875,0.377203,2.851287,1.749551,9,8.747754943,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.497754943,0.5555555555555556,0.4444444444444444,0.5000641527158002,0.4999358472841998
23,0,2477.34,6928.28,892782.2,8,126,0,1,2,0.013556,0.501254,0.342666,0.1,2.0,1.2625,134,10.1,43.17587621,16.0,100.0,0.0,1.0,9.0,15.0,100.0,100.0,100.0,1,1,0,53.27587621,0.05970149253731343,0.9402985074626866,0.8104207622942068,0.18957923770579313
24,0,0.0,13339.9,226778.27,0,17,1,6,0,0.0,11.291416,4.860215,0.0,0.0,0.0,18,0.0,82.62366163,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,1,1,82.62366163,0.0,0.9444444444444444,1.0,0.0
25,0,0.0,0.0,30.65,1,1,0,1,1,4.999,4.999,4.999,4.99774,4.99774,4.99774,2,4.99774,4.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.996739999999999,0.5,0.5,0.5000630205446975,0.4999369794553025
26,0,1797.42,60933.08,330187.83,82,3,0,3,7,0.0,30.0,11.666667,0.0,30.0,0.760256,85,62.341,35.0,11.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0,1,0,97.34100000000001,0.9647058823529412,0.03529411764705882,0.35956071953236557,0.6404392804676343
27,0,0.0,0.0,68.87,1,1,0,1,1,0.5476489999999999,0.5476489999999999,0.5476489999999999,0.546389,0.546389,0.546389,2,0.54638892,0.54764892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.09403784,0.5,0.5,0.5005758484551138,0.49942415154488623
28,0,155.22,112602.93,338429.65,4,3,0,3,3,0.0,2.337156,1.512385,2.0,2.379635,2.104909,7,8.419634776,4.5371564000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.956791176000003,0.5714285714285714,0.42857142857142855,0.3501759300099104,0.6498240699900896
29,0,14626.26,6594.93,955278.0,59,14,0,7,34,0.00979,1100.0,167.979641,0.0,500.0,43.052269,73,2540.083853,2351.714972,48.0,1545239.0280000004,0.0,12.0,26.0,23.0,0.0,1230000.0,103015.9352,1,1,0,4891.798825,0.8082191780821918,0.1917808219178082,0.4807464607868457,0.5192535392131544
30,0,0.0,5498.63,291427.53,0,53,1,4,0,0.0,1.002204,0.504895,0.0,0.0,0.0,54,0.0,26.75944516,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,1,1,26.75944516,0.0,0.9814814814814815,1.0,0.0
31,0,3.33,51068.75,561789.58,10,11,0,8,1,0.022663,20.799,5.11114,0.923126,20.797915,5.621492,21,56.21491815,56.22253457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,112.43745272000001,0.47619047619047616,0.5238095238095238,0.5000338695862265,0.49996613041377336
32,0,1128.56,0.0,2257.12,2,1,0,1,2,1.7479810000000002,1.7479810000000002,1.7479810000000002,0.0,0.0,0.0,3,0.0,1.74798122,10.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0,1,0,1.74798122,0.6666666666666666,0.3333333333333333,1.0,0.0
33,0,2152.95,680.22,22889.93,10,2,0,1,6,0.05,0.1,0.075,0.0,0.060734,0.011073,12,0.110734264,0.15,2.0,1e-11,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.260734264,0.8333333333333334,0.16666666666666666,0.57529838119013,0.42470161880986995
34,0,0.0,648.26,449889.15,0,694,1,4,0,0.0,22.0,1.618731,0.0,0.0,0.0,695,0.0,1123.399095,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,1,1,1123.399095,0.0,0.9985611510791367,1.0,0.0
35,0,45.91,58.88,450106.65,5970,2989,0,1337,2212,0.0,3140.99958,74.622817,0.0,3900.0,37.84572100000001,8959,225938.9558,223047.6014,325.0,137260.2674,0.0,21.0,295.0,15.0,0.0,93524.52194,4902.152406,1,1,0,448986.55720000004,0.6663690143989285,0.3336309856010716,0.4967801325522625,0.5032198674477374
36,0,0.0,0.0,4.87,1,1,0,1,1,0.003,0.003,0.003,0.0,0.0,0.0,2,0.0,0.003,2.0,5e-15,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0.003,0.5,0.5,1.0,0.0
37,0,1067.84,128.81,636162.82,68,4375,0,1,4,0.443993,3.602495,1.055731,0.0,520.8121679999998,67.923395,4443,4618.790832,4618.823828000001,10.0,4.431401966,0.0,2.0,8.0,8.0,2.2155,2.2159020000000003,2.215701,1,1,0,9237.614660000001,0.015304974116587891,0.9846950258834121,0.5000017859588874,0.49999821404111255
38,0,1051.87,85496.6,345142.02,3,4,0,2,3,0.0,3.508474,1.395953,0.0069999999999999,5.544,3.683667,7,11.050999999999998,5.583810700000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.6348107,0.42857142857142855,0.5714285714285714,0.33567022797560303,0.6643297720243969
39,0,2.12,0.92,21206.93,9996,4,3,3,2,1.0,20.0,11.0,0.0,0.0,0.0,10003,0.0,44.0,35.0,100.0,0.0,1.0,25.0,31.0,100.0,100.0,100.0,1,1,1,44.0,0.9993002099370188,0.00039988003598920324,1.0,0.0
40,0,17441.04,1245.91,160707.1,9,3,0,2,4,1.0,49.995,18.996667,0.0,20.0,6.226376,12,56.03738689,56.99,13.0,120100.0,0.0,1.0,6.0,9.0,100.0,100000.0,40033.33333,1,1,0,113.02738689,0.75,0.25,0.5042140809241529,0.49578591907584707
41,0,45561.42,26284.49,802574.4,13,8,0,7,5,0.0,45.4,21.925,0.0,99.0,20.32769200000001,21,264.26,175.4,15.0,636100.0,0.0,4.0,6.0,6.0,2500.0,300000.0,90871.42857,1,1,0,439.65999999999997,0.6190476190476191,0.38095238095238093,0.39894463903925764,0.6010553609607424
42,0,379.78,56424.63,339687.12,3,6,0,6,1,0.0,1.515068,0.888941,4.5,4.5,4.5,9,13.5,5.3336489999999985,13.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0,1,0,18.833648999999998,0.3333333333333333,0.6666666666666666,0.28319785507311934,0.7168021449268807
43,0,1478.05,51541.26,355017.02,33,6,0,3,11,0.0,51.0,9.803306,0.0,20.0,2.307983,39,76.16345259,58.81983438,7.0,27500.0,0.0,3.0,1.0,2.0,0.0,15000.0,5500.0,1,1,0,134.98328697,0.8461538461538461,0.15384615384615385,0.4357564236309692,0.5642435763690309
44,0,164.22,0.0,328.45,2,1,0,1,2,101.0,101.0,101.0,1.335323,99.663651,50.499487,3,100.9989738,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,201.9989738,0.6666666666666666,0.3333333333333333,0.5000025401119143,0.49999745988808586
45,0,1790.44,450.56,13445.97,6,6,0,5,2,0.2,10.0,2.615514,0.199528,9.999545,2.614933,12,15.68959511,15.69308421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,31.38267932,0.5,0.5,0.5000555895811893,0.4999444104188106
46,0,803.95,112925.21,340383.53,2,3,0,2,2,0.0,6.995,2.333333,6.955496000000001,6.956,6.955748,5,13.911496,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.911496,0.4,0.6,0.3347441043911923,0.6652558956088077
47,0,18649.44,15420.31,266825.07,11,4,0,3,6,0.195,4.0,1.67375,0.0,1.9,0.759219,15,8.351405032999999,6.695,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0,1,0,15.046405033,0.7333333333333333,0.26666666666666666,0.4449567843824772,0.5550432156175228
48,0,65.85,32.24,204236.48,2217,1807,0,1471,1205,0.0,799.99874,18.736369,0.0,1100.0,15.276167,4024,33867.26324,33856.6182,5.0,4193.352,0.0,1.0,3.0,3.0,4193.352,4193.352,4193.352,1,1,0,67723.88144,0.5509443339960238,0.4490556660039761,0.4999214085210884,0.5000785914789115
49,0,181.7,56819.72,286279.03,12,5,0,5,7,0.0,174.995,63.085,0.1,225.0,59.51666700000001,17,714.2,315.425,11.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0,1,0,1029.625,0.7058823529411765,0.29411764705882354,0.3063493990530533,0.6936506009469467
50,0,23359.72,27049.27,1169229.5,35,13,0,6,23,0.0,972.434,182.498725,0.0,500.0,85.766674,48,3001.833603,2372.483424,20.0,96084.93585,0.0,8.0,9.0,11.0,0.0,50000.0,10676.10398,1,1,0,5374.317027,0.7291666666666666,0.2708333333333333,0.44144835745284366,0.5585516425471564
51,0,20827.93,0.0,186707.1,8,1,0,1,2,10.0,10.0,10.0,1.621938,26.0,12.688992,9,101.5119377,10.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,111.5119377,0.8888888888888888,0.1111111111111111,0.08967649747870896,0.910323502521291
52,0,4183.18,1470.01,962956.75,181,140,0,57,103,0.0731,117.7,4.007761,0.0,240.0,3.288313,321,595.1846,561.0865,135.0,2345018.342,0.0,34.0,51.0,65.0,1e-06,526000.0,47857.51719,1,1,0,1156.2711,0.5638629283489096,0.43613707165109034,0.48525514474935855,0.5147448552506415
53,0,1969.46,288.59,97419.95,48,10,0,4,13,0.09,99.99,25.810391,0.0,100.0,6.758479,58,324.407,258.1039104,27.0,0.000150816,0.0,2.0,6.0,10.0,0.0,5.400000000000001e-05,2.2e-05,1,1,0,582.5109104000001,0.8275862068965517,0.1724137931034483,0.44308854270689035,0.5569114572931095
54,0,76.32,74.96,754216.92,3424,6576,2,4848,1129,3.8e-05,12867.39971,21.959042,0.0,9000.0,43.26697,10002,148146.1047,144402.6609,579.0,18694925.79,0.0,137.0,135.0,87.0,0.0,9330000.0,59537.98022000001,1,1,1,292548.7656,0.34233153369326136,0.6574685062987402,0.493602017440883,0.5063979825591169
55,0,26.01,82.8,652.87,6,6,0,5,1,0.77,1.3,1.047658,0.769559,1.299528,1.047197,12,6.283183805,6.28594603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.569129835,0.5,0.5,0.5001098813138324,0.4998901186861676
56,0,8174.66,3.43,24534.25,3,3,0,1,1,0.001,0.34,0.147,0.01,0.379654,0.146551,6,0.439653612,0.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.880653612,0.5,0.5,0.5007644254117929,0.4992355745882071
57,0,628.48,672.28,4486.98,5,2,0,2,4,0.740937,6.12616,3.433549,0.0,5.0,1.3723459999999998,7,6.86172829,6.86709731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.7288256,0.7142857142857143,0.2857142857142857,0.5001955382112218,0.4998044617887782
58,0,0.0,0.0,2.5,1,1,0,1,1,0.8548709999999999,0.8548709999999999,0.8548709999999999,0.8538209999999999,0.8538209999999999,0.8538209999999999,2,0.85382138,0.85487138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.70869276,0.5,0.5,0.5003072524284589,0.4996927475715412
59,0,0.0,0.0,8873.97,1,1,0,1,1,0.134989,0.134989,0.134989,0.134569,0.134569,0.134569,2,0.13456893,0.13498893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.26955786000000004,0.5,0.5,0.5007790535211994,0.49922094647880044
60,0,22.94,14237.49,242427.3,17,17,0,1,1,0.017319,0.125315,0.050856,0.002319,0.121958,0.047446,34,0.80657981,0.86455069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.6711304999999999,0.5,0.5,0.517344809396992,0.482655190603008
61,0,7750.02,59605.36,531093.05,7,8,0,2,5,0.545459,27.48646,6.1445940000000006,0.0,5.693,1.013286,15,7.093,49.1567487,18.0,424.4909721,0.0,2.0,12.0,15.0,0.0,424.490972,212.245486,1,1,0,56.2497487,0.4666666666666667,0.5333333333333333,0.8739016588708778,0.12609834112912224
62,0,621.07,5012.75,93911.63,14,17,4,9,10,0.5,379.0,39.759632,0.0,330.62347,48.273105,35,675.82347,675.9137486000002,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,1,1,1351.7372186000002,0.4,0.4857142857142857,0.5000333935467478,0.4999666064532522
63,0,13243.1,38530.77,414518.23,9,8,0,5,6,0.0,1.169147,0.270796,0.0,1.716638,0.421015,17,3.789138127,2.16637118,19.0,6.15e-08,0.0,1.0,5.0,5.0,0.0,0.0,0.0,1,1,0,5.955509307,0.5294117647058824,0.47058823529411764,0.3637591796647326,0.6362408203352675
64,0,5815.7,845.41,1040169.4,30,1024,0,1,30,0.20001,2.1578880000000003,0.24501,5.0508510000000015,13.321637,6.696126,1054,200.883777,250.89045640000003,15.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0,1,0,451.77423340000007,0.028462998102466792,0.9715370018975332,0.5553447670351357,0.4446552329648643
65,0,1905.13,728.9,240610.1,124,6,0,4,8,0.5,69.995,12.769696,0.0,74.0,0.647486,130,80.28824888,76.61817535,8.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0,1,0,156.90642423,0.9538461538461539,0.046153846153846156,0.4883048971767394,0.5116951028232606
66,0,24.63,3319.39,10032.05,3,3,0,3,1,0.04,10.805,5.281667,0.038953,10.80458,5.281031,6,15.84309204,15.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,31.68809204,0.5,0.5,0.5000301053152331,0.4999698946847669
67,0,59.56,24076.63,120621.38,4,5,0,2,2,0.001,0.669937,0.173506,0.00074,0.668866,0.21567,9,0.86268094,0.86753194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.7302128799999998,0.4444444444444444,0.5555555555555556,0.5014018506208323,0.49859814937916774
68,0,0.0,0.0,28803.42,1,1,0,1,1,12.0,12.0,12.0,11.999559,11.999559,11.999559,2,11.999559,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,23.999558999999998,0.5,0.5,0.5000091876688234,0.4999908123311766
69,0,56814.86,62086.18,294616.95,3,2,0,2,3,0.0,20.0,10.0,4.952493,19.953375,13.301956,5,39.90586873,20.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,1,0,59.90586873,0.6,0.4,0.33385710655731277,0.6661428934426873
70,0,2.23,0.0,8.92,4,2,0,2,4,103.561873,1897.438127,1000.5,0.001078,1501.447643,500.249528,6,2000.998113,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4001.998113,0.6666666666666666,0.3333333333333333,0.5000002357572326,0.49999976424276743
71,0,52.48,287.13,9299.17,24,28,0,13,1,1.761724,2.1609830000000003,2.036327,1.761261,6.328314,2.375185,52,57.00443406,57.01714267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,114.02157672999999,0.46153846153846156,0.5384615384615384,0.5000557289697463,0.49994427103025385
72,0,1466.39,44699.56,321695.25,6,7,0,5,2,0.0,23.601366,10.936062,0.0,49.999365,15.753561,13,94.52136494,76.5524362,3.0,2000.0,0.0,1.0,1.0,1.0,500.0,1500.0,1000.0,1,1,0,171.07380114,0.46153846153846156,0.5384615384615384,0.44748193872977976,0.5525180612702203
73,0,25905.07,1129.25,161076.67,6,5,0,1,2,0.099,27.517666,13.701916,0.002079,27.516406,11.41756,11,68.50535928,68.50958028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,137.01493956,0.5454545454545454,0.45454545454545453,0.5000154034297777,0.4999845965702224
74,0,3834.85,2945.2,620113.1,121,53,0,18,63,0.0,44.425356,7.878402,0.0,52.0,3.5717830000000004,174,432.1857424,417.5553096,91.0,603909.4009,0.0,14.0,32.0,35.0,0.0,114000.0,12581.44585,1,1,0,849.741052,0.6954022988505747,0.3045977011494253,0.4913912404458011,0.5086087595541988
75,0,3880.52,1645.59,101238.1,21,12,0,5,12,0.99,8.995,4.114642,0.0,8.0,2.350007,33,49.35013842,49.37569865,11.0,1889.0,0.0,2.0,5.0,5.0,0.0,1889.0,944.5,1,1,0,98.72583707,0.6363636363636364,0.36363636363636365,0.5001294505610617,0.49987054943893827
76,0,21466.84,20051.27,674198.88,23,9,0,5,11,0.0,20.095,6.755565,0.0,19.0,4.835781,32,111.2229715,60.80008333,11.0,1.5e-08,0.0,1.0,6.0,10.0,0.0,0.0,0.0,1,1,0,172.02305483,0.71875,0.28125,0.35344148137634834,0.6465585186236517
77,0,1904.23,4621.92,72065.0,16,9,0,9,11,0.01,10.0,1.9476830000000005,0.0,7.0,1.118571,25,17.89714367,17.52914441,10.0,482.94869960000005,0.0,4.0,6.0,5.0,0.0,399.52804,120.737175,1,1,0,35.42628808,0.64,0.36,0.49480612731470797,0.505193872685292
78,0,248.61,17068.13,611682.27,1156,19,0,9,72,0.0,600.98832,72.622476,0.0,500.0,1.206055,1175,1394.199349,1379.827042,559.0,21687.16163,0.0,8.0,19.0,14.0,0.0,19999.99986,41.70608,1,1,0,2774.026391,0.9838297872340426,0.016170212765957447,0.4974094862531537,0.5025905137468464
79,0,10154.24,5026.86,1009090.55,87,25,0,10,41,0.0,40.136798,10.501527,0.0,48.0,3.933071,112,342.1772031000001,262.5381628,70.0,98179.89698,0.0,15.0,24.0,30.0,0.0,19900.0,2727.219361,1,1,0,604.7153659,0.7767857142857143,0.22321428571428573,0.4341516316676748,0.5658483683323253
80,0,674.61,221.0,11677.73,16,4,0,2,10,0.01,250.5,63.3775,0.0,250.0,15.825,20,253.2,253.51,21.0,0.901333333,0.0,4.0,11.0,11.0,0.0,0.9,0.150222,0,0,0,506.71,0.8,0.2,0.5003058948905685,0.4996941051094314
81,0,3517.86,7188.55,381840.42,49,30,0,11,22,0.0,790.9994370000002,110.350012,0.0,1060.0,100.90074,79,4944.136269,3310.500353,55.0,3480165.208,0.0,5.0,25.0,26.0,50.0,1999998.0,217510.3255,1,1,0,8254.636622,0.620253164556962,0.379746835443038,0.4010473755049323,0.5989526244950677
82,0,20.41,0.0,102.07,5,1,0,1,4,101.0,101.0,101.0,0.2,69.15464200000001,20.199496,6,100.99748,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,201.99748,0.8333333333333334,0.16666666666666666,0.5000062377015793,0.49999376229842074
83,0,0.0,8831.65,291444.58,0,33,1,5,0,0.0,23.462797,1.402192,0.0,0.0,0.0,34,0.0,46.27232361,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,1,46.27232361,0.0,0.9705882352941176,1.0,0.0
84,0,244.78,169.09,16284.15,61,8,0,3,4,0.009559,0.405838,0.121569,0.0,0.3,0.010066,69,0.614,0.97255313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.58655313,0.8840579710144928,0.11594202898550725,0.6129975174547101,0.38700248254528985
85,0,0.0,0.0,169.87,1,1,0,1,1,0.4494770000000001,0.4494770000000001,0.4494770000000001,0.447277,0.447277,0.447277,2,0.44727692,0.44947692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.89675384,0.5,0.5,0.5012266465455002,0.49877335345449986
